;Numéro;Titre;Changement de titre;Pages;correction
Art=017;Num=034;LES CYCLONES DE L'ATLANTIQUE EN SEPTEMBRE 1961;;25-33;3;1961;ATL1
Art=018;Supprimé;;;;
Art=019;Num=035;LES CYCLONES DANS LE PACIFIQUE SUD-OUEST (1947-1961);OUI;41-50;3;1960;PSO
Art=020;Num=036;CYCLONES DANS L'OCÉAN INDIEN SUD SAISON 1961-1962;OUI;40-49;4;1961;IS1
Art=021;Supprimé;;;;
Art=023;Num=037;LES CYCLONES TROPICAUX DE L'OCÉAN ATLANTIQUE EN 1961;OUI;30-31;3;1961;ATL2
Art=025;Num=037;LES CYCLONES DE L'OCÉAN INDIEN SAISON 1961-1962;OUI;36-41;3;1961;IS2
Art=027;Supprimé;;;;
Art=029;Supprimé;;;;
Art=030;Num=040;QUELQUES ASPECTS DES DÉPRESSIONS ET CYCLONES TROPICAUX DANS LE PACIFIQUE SUD-OUEST (1947-1962);OUI;47-70;4;1961;PSO
Art=031;Supprimé;;;;
Art=032;Num=041;LES CYCLONES TROPICAUX DE L'ATLANTIQUE NORD EN 1962;NON;30-33;4;1962;ATL
Art=033;Num=041;LA SAISON 1962-1963 DES CYCLONES DANS L'OCÉAN INDIEN;NON;34-42;4;1962;IN
Art=033;Num=041;LA SAISON 1962-1963 DES CYCLONES DANS L'OCÉAN INDIEN;NON;34-42;4;1962;IS
Art=034;Supprimé;;;;
Art=035;Supprimé;;;;
Art=036;Num=042;LES CYCLONES TROPICAUX DU PACIFIQUE NORD-OUEST EN 1962;NON;25-36;3;1962;PNO
Art=037;Num=042;APERÇU SUR LES CYCLONES TROPICAUX DE L'ATLANTIQUE NORD EN SEPTEMBRE-OCTOBRE 1963;NON;37-46;3;1963;ATL1
Art=038;Supprimé;;;;
Art=039;Supprimé;;;;
Art=040;Supprimé;;;;
Art=041;Num=044;LES CYCLONES TROPICAUX DU PACIFIQUE NORD-EST (1947-1963);NON;36-43;4;1963;PNE
Art=042;Num=045;LES CYCLONES TROPICAUX DE L'ATLANTIQUE NORD EN 1963;NON;35-43;4;1963;ATL2
Art=043;Supprimé;;;;
Art=044;Supprimé;;;;
Art=045;Supprimé;;;;
Art=046;Num=046;LES CYCLONES TROPICAUX DU PACIFIQUE NORD-OUEST EN 1963;NON;45-49;4;1963;PNO
Art=047;Supprimé;;;;
Art=048;Supprimé;;;;
Art=049;Supprimé;;;;
Art=050;Num=048;LES CYCLONES TROPICAUX DE L'ATLANTIQUE NORD EN 1964;NON;44-57;3;1964;ATL
Art=051;Supprimé;;;;
Art=052;Supprimé;;;;
Art=053;Supprimé;;;;
Art=054;Num=050;LES CYCLONES TROPICAUX DU PACIFIQUE NORD-OUEST EN 1964;NON;35-43;4;1964;PNO
Art=055;Supprimé;;;;
Art=056;Supprimé;;;;
Art=057;Num=051;SAISON 1964-1965 DES PHÉNOMÈNES TROPICAUX DANS L'OCÉAN INDIEN SUD-EST;NON;50-58;3;1964;ISE
Art=058;Supprimé;;;;
